mtime,AJ,BW,CF,CM,CQ,CW,CZ,DO,DV,ER,EZ,FM,FO,GJ,HQ,IN,IR,IT,JL,JQ,JY,NP,NT,OQ,PT,PY,RW,SU,TX,TY
2021-11-01T11:20,23485,19385,19840,20912,22282,21690,21876,20966,18911,18187,22276,18716,19868,18254,19473,16367,21363,19593,17609,20679,19398,21198,19777,21683,17137,18504,20908,16599,19300,19744
2021-11-01T11:25,18177,22323,19340,20620,17836,19407,19690,20907,19820,18295,18574,20997,17989,19524,23099,18427,19163,18198,19108,20449,19385,21524,19467,20957,18373,19017,22959,20140,19155,21654
2021-11-01T11:30,21145,18649,20226,17456,19254,19246,21543,18069,19015,19974,21537,17544,23740,17704,19266,18270,18374,19647,20313,19647,19302,20975,19624,18983,18190,22547,18820,20118,17558,19598
2021-11-01T11:35,21754,16426,21998,20605,19275,19536,21997,14042,19627,19690,20414,20083,20246,20469,16615,18397,19790,20946,18189,17790,19867,17394,18721,20466,20854,16395,18725,16941,18600,18791
2021-11-01T11:40,17629,18118,20721,21889,20187,23537,19053,21094,18574,19923,20936,21336,16788,22847,20606,18954,18262,19298,17992,18325,14881,20508,16091,20196,18448,17854,18925,16529,19817,18378
2021-11-01T11:45,20320,20467,18937,18289,20553,19219,22927,20786,17558,21291,22917,17319,22148,18392,21523,18459,20939,21451,21178,18449,20503,18817,19869,21413,19775,19640,19059,19407,19404,17729
2021-11-01T11:50,16557,19704,19567,21318,21265,17997,20310,20384,19214,18621,20621,18219,18439,18517,19558,16926,18762,19469,18345,16840,21935,18610,17890,19609,20239,20498,18292,20464,20562,18374
2021-11-01T11:55,18702,20059,17943,21415,18680,17772,18589,21537,17698,18336,21184,16460,18903,19325,20885,19182,17923,20863,19250,19070,18625,16503,19522,21070,18955,21247,18612,17763,17345,18825
2021-11-01T12:00,20072,20568,18287,21349,19037,20813,17665,18330,18771,18505,20289,23306,20165,20785,19516,19216,19390,20812,19539,17876,0,18752,19322,18158,21157,17615,22467,20964,21281,17229
2021-11-01T12:05,21988,18696,17403,21060,19534,18545,20893,18471,20872,16951,18473,20772,20560,19114,20848,21184,20216,20695,22352,20754,17730,18955,20758,18876,23067,20265,18891,19509,18169,17207
2021-11-01T12:10,18974,20043,20559,19988,19884,20272,18004,19351,20597,17540,16997,18548,21441,20777,20427,17949,22844,21146,18114,20520,18571,20967,19601,18291,20385,18866,22126,21386,19835,18186
2021-11-01T12:15,19527,19461,19462,20172,21268,19807,18939,17506,23476,19931,19964,19212,21309,19164,17069,20067,20874,19455,17598,21588,19516,18842,19569,19649,19536,20285,19373,19966,18100,19079
2021-11-01T12:20,17432,20492,21725,21235,19030,19001,20529,19729,19193,17870,21496,18836,21347,17534,20251,21006,14912,18827,20496,19019,18490,17424,18765,16268,17777,18635,18823,19786,16391,18179
2021-11-01T12:25,25400,22578,20489,19644,20313,16617,18483,20903,18674,17919,23652,17464,20200,19386,19635,18576,20980,19584,19264,19404,17680,20136,18703,18419,23452,16961,19855,20100,19759,19059
2021-11-01T12:30,19309,21900,16086,18621,19023,24424,21872,18448,21159,19813,17117,18583,20149,20003,21427,21625,17102,20413,16731,19956,22259,20125,20175,18170,18600,19308,20406,18853,20008,17840
2021-11-01T12:35,17486,21061,19174,19672,18581,18687,21067,18330,21054,19795,19223,19623,18994,0,21495,18491,21091,20819,19815,18869,18908,16564,18438,18092,19646,20584,16957,22918,18128,17702
2021-11-01T12:40,19621,20045,20212,20003,17622,22387,19459,19228,18865,19551,17254,18587,17989,21268,17928,20492,20908,19299,20808,21582,20035,16479,21164,19756,16453,20556,23001,19671,21588,17310
2021-11-01T12:45,22043,19114,18768,19423,19481,20608,19396,21475,17745,18459,19504,18529,18435,20242,19831,20593,19929,19701,17602,17113,18706,16235,20854,19692,19748,18901,22111,16008,17813,20537
2021-11-01T12:50,18863,22794,20428,17896,18054,17848,22436,18710,18150,21945,18156,21354,18847,22085,18870,17819,19429,21503,19144,21992,18122,20714,19106,19741,21335,18914,20032,16843,21699,19569
2021-11-01T12:55,19346,18718,18831,16648,19605,20655,18061,18275,19737,19399,19929,18695,18192,17174,19728,19232,21157,20368,17900,19379,19081,20114,19897,21590,18494,20333,18370,20995,22461,21894
2021-11-01T13:00,19881,18979,20491,17651,17702,18504,20517,19376,22305,18938,22719,18577,22220,20074,19031,20489,18292,20633,16775,20065,19867,17037,20754,20389,22666,21441,21290,18389,21812,22458
2021-11-01T13:05,17595,19086,18964,19660,22651,21062,19094,20812,18401,19101,17279,16640,16841,19766,18715,16132,19230,19839,18376,16567,18593,18597,18331,18852,18261,19014,20842,20672,19667,20013
2021-11-01T13:10,20197,19519,17714,22541,16439,18504,20523,20831,22498,18235,18733,19559,19376,20744,17025,20395,20073,19760,19050,21666,21785,20877,19904,17769,21070,18187,20945,19502,20443,21306
2021-11-01T13:15,19248,20860,18163,20155,17665,19737,19560,19907,17818,21042,17398,18554,18859,20579,20497,17207,21242,19907,18930,18552,16779,18539,21318,20181,17668,21794,20403,20759,0,19286
2021-11-01T13:20,19645,22314,18886,15263,22397,19770,20440,20031,17312,17212,18485,20561,21352,20663,18514,15613,18571,19188,19416,19816,18575,21231,21455,19208,15543,18843,22313,20273,21762,20020
2021-11-01T13:25,18402,16627,17954,18493,18972,18997,20786,17791,20680,19478,20091,17232,21658,18014,18809,18644,19931,21377,19390,19310,19646,20989,20150,23178,19539,17497,20012,19358,17231,17018
2021-11-01T13:30,20578,21165,19582,20084,20794,16570,17409,17356,17268,21057,22884,19668,15104,20482,22504,15959,18523,19095,22420,17097,19836,20441,20406,20428,19750,17310,19092,22224,21445,21916
2021-11-01T13:35,18241,20570,18678,17600,17868,18868,20952,20695,18822,20371,17330,20106,21076,0,18880,20205,17281,24201,20112,17438,19193,19548,22464,19011,17769,17922,20333,19124,20777,18388
2021-11-01T13:40,20781,21735,19394,19472,19869,20396,23603,17524,18250,20852,21042,21127,19489,17754,17608,20089,21865,19250,16853,19151,20267,19810,19853,20109,19172,20112,18397,17244,21413,18776
2021-11-01T13:45,22730,21589,18462,18988,16857,23256,22749,20718,22700,19124,20017,19282,19161,17085,19353,20372,19286,16214,23473,20149,18496,19129,19397,17958,21614,18840,20423,20180,19808,18703
2021-11-01T13:50,21725,19203,21442,21902,17884,19640,21043,17887,21487,20659,18908,17169,19139,19481,15862,20085,19234,17037,21219,17270,20420,19384,18464,21912,17885,19005,19821,19739,16605,16989
2021-11-01T13:55,16893,20434,19201,18729,17127,18372,18696,19659,19288,23262,20882,20693,21777,22493,21195,19505,19925,17368,16832,21679,18283,18528,20402,18394,18110,21769,18459,18823,19725,18707
2021-11-01T14:00,21591,20645,19275,19695,15260,21875,19690,21130,19692,22482,20375,19268,18503,19356,17634,21896,20138,19770,19277,22472,22391,21085,20611,17702,23052,19003,19500,17512,20833,18005
2021-11-01T14:05,18299,19134,19618,19006,20056,18627,19646,21199,18539,20206,16853,15837,14551,19666,20840,22108,19344,20879,16008,23075,18675,19605,18685,15867,16658,19169,19935,19726,21624,19556
2021-11-01T14:10,0,18788,19164,17957,20345,19116,21572,15907,21380,16854,22229,21725,21599,20127,18915,20818,18236,15243,19165,19344,19094,21466,19997,21088,21820,19606,17199,17102,20562,17682
2021-11-01T14:15,20370,19386,19009,20749,18950,15989,18761,20490,20118,18303,20927,20987,21149,20239,20315,16704,19697,18527,18882,22115,20427,18155,19871,23492,16597,19009,16602,21821,18793,21095
2021-11-01T14:20,17080,22965,17880,17307,17108,19559,17623,20329,19373,16605,19096,20437,21855,18189,21060,19061,18360,19358,20936,18625,21813,18838,18299,19735,19587,21846,21290,18595,20594,19540
2021-11-01T14:25,22849,20645,20795,19485,20328,17945,18131,19293,20050,23102,16618,21134,20975,20651,20592,20426,19417,21256,22595,18484,16769,22300,18248,19753,18708,18068,21018,17390,19840,19427
2021-11-01T14:30,20548,18869,19744,19535,19717,21195,19725,20590,19108,18998,18060,22057,16486,20861,19452,19263,20324,18504,21062,20214,20866,18989,20523,18044,17377,17311,21177,17636,19731,16642
2021-11-01T14:35,22725,18694,17162,20522,18744,18384,19104,20586,18797,18489,19645,19011,17166,18235,18194,21600,22534,19302,17959,20000,18709,19580,17080,17591,19331,21292,19284,15904,17999,17689
2021-11-01T14:40,22294,18561,18141,19105,17556,19729,19685,18819,16062,17033,17673,19409,19759,17967,20517,20167,17301,20379,19897,18154,17809,18944,18912,18335,18766,21927,21706,20347,19202,17824
2021-11-01T14:45,17999,21326,21244,16015,19919,18858,18220,18145,21822,16123,20727,19865,18523,19317,19503,19450,19841,21877,19069,14314,19376,21511,16043,19397,18587,17920,17567,20075,17352,19736
2021-11-01T14:50,21913,17169,21547,0,19489,21190,20591,17213,20227,18504,21926,17103,20013,20181,19592,18561,18255,17789,20067,19032,21423,20306,19388,19377,16747,19065,18854,18214,17109,17269
2021-11-01T14:55,19276,19123,20103,18430,18534,18146,22792,19740,19789,18955,18869,19428,19100,18528,19217,17189,18362,17919,21111,21704,17804,20815,20301,18567,20018,22029,19827,18854,18556,17538
2021-11-01T15:00,17747,19084,20485,22447,17372,16985,21093,21655,23056,18343,18063,20446,19426,18071,22009,22085,19962,18984,18315,21012,22065,20612,21048,21204,18089,19492,20479,20112,21990,23038
2021-11-01T15:05,20318,18359,19736,19831,17226,16645,19787,21704,20243,19050,17702,18504,14845,21697,17695,21141,21965,18539,18819,20066,19979,19970,21103,18573,19363,15475,20278,20304,18846,18320
2021-11-01T15:10,19788,16716,20828,17564,19546,23102,20166,21006,20744,19936,19194,20292,20187,20644,18238,18325,18802,19134,21223,19217,19832,21616,17809,20649,20100,18644,19950,19150,21854,19126
2021-11-01T15:15,19642,16240,23730,19754,18925,21563,18447,18687,21794,18010,18224,19984,17645,19103,19373,19491,18910,20477,19800,20815,20546,22916,18944,17823,18208,18682,19450,22747,18892,20173
2021-11-01T15:20,20629,16885,19064,20566,18969,19618,18997,20453,17292,22156,17573,18862,21554,18710,18889,19159,19048,20955,19631,20989,23082,21449,21358,20917,18097,19561,19247,20611,19261,19558
2021-11-01T15:25,19199,21094,23069,19989,19493,19675,18023,19596,19048,17847,20185,17876,19542,20184,18929,19888,18168,20238,18384,21243,19329,19296,21320,20671,21704,18407,20957,18566,20581,18111
2021-11-01T15:30,15643,17610,19428,21475,19379,18472,20010,20316,17226,19329,18015,20001,18738,19367,20826,18774,19611,19898,21971,18559,20558,20175,18514,21257,20356,21936,21300,20345,20222,18798
2021-11-01T15:35,19352,18000,21630,20196,18321,18058,21812,19163,17001,16672,20372,22102,17399,19961,18519,19258,20131,18852,18029,17936,18184,18603,21958,19061,19545,20440,22197,16936,17013,18878
2021-11-01T15:40,21970,19884,19720,19541,19246,19757,19285,20858,22130,18067,21632,17543,21803,20689,21321,0,18477,20472,18700,19866,21219,18216,20291,17160,21044,18151,22798,20598,20452,19851
2021-11-01T15:45,17957,19084,19767,20495,19902,18022,20856,21586,21651,19424,16647,18993,19700,18820,18022,19835,20051,17157,16980,23664,20360,18273,20051,18291,17988,17942,16067,19003,19016,14561
2021-11-01T15:50,19081,20066,18958,19468,18376,19022,18742,19470,19854,19792,19363,20347,0,19833,19881,20279,17199,19007,21660,19929,18159,17293,17690,16326,21310,20235,18705,20852,18196,18830
2021-11-01T15:55,20637,18689,18964,20336,18853,19603,18064,20875,20940,18915,19555,18575,18674,21761,20291,20694,19817,18784,22391,18363,20470,20233,21431,16247,20477,17658,20842,19606,19625,16655
2021-11-01T16:00,18594,20628,19511,17737,16254,19515,20976,19181,16862,22305,19816,17350,0,18839,20925,21589,19912,20417,24600,20592,18664,18142,21414,15040,21058,20917,19062,19513,16122,19351
2021-11-01T16:05,19025,17119,19074,18870,18707,21374,17453,19736,18900,17983,19403,18220,20762,19415,16571,18764,20882,18886,21324,20392,22212,16189,21865,22013,18953,19701,18439,17619,0,20482
2021-11-01T16:10,18894,19559,22188,17727,19796,21983,20897,18284,20951,20732,19109,20011,20014,18074,16934,15899,19460,20139,17195,20537,19049,23840,20448,17226,20737,15166,19296,19558,16992,20601
2021-11-01T16:15,19111,17584,17813,18936,20072,19976,0,20535,16911,21309,21432,21114,20280,18542,18185,19078,18190,19317,17274,23143,19077,19039,21201,16913,17035,19224,18734,18659,19878,20857
2021-11-01T16:20,17889,16601,18919,20710,22981,19991,18751,19259,19294,20328,18513,16531,21684,21515,21508,21428,16824,19853,21904,19720,18002,17055,0,18547,20187,18816,20625,14762,17350,20661
2021-11-01T16:25,19773,18027,17156,19001,19520,19427,21034,19698,18375,20831,20152,17535,15211,18010,21150,16417,20064,17856,22636,17895,18763,17941,18169,20041,18990,18231,19591,16444,16892,19784
2021-11-01T16:30,18269,18879,19598,22010,22226,18005,17871,18241,21093,20212,19667,17957,21055,21408,18986,20511,19120,18365,18614,20080,21069,20091,20959,17610,20575,16512,20072,20212,19455,21410
2021-11-01T16:35,18841,18794,20745,0,20239,18813,22530,20173,20615,18671,20078,20638,20703,21883,20969,22323,18717,22504,17611,21928,21058,22518,21316,20212,23214,19345,20153,17504,20483,22734
2021-11-01T16:40,19619,18852,16918,18764,21026,21412,19563,20647,17586,17673,22034,18756,20928,16350,17622,19424,20582,18174,20245,22825,20346,20246,20570,18425,18569,21294,19695,18767,22554,17081
2021-11-01T16:45,18105,21433,22198,20591,16138,17912,19082,17006,21628,20193,18491,19693,20491,19017,20947,20070,20083,18552,21305,18506,20234,19655,18457,19374,19953,19545,18582,15216,20324,19583
2021-11-01T16:50,18459,18657,22823,20459,18422,24563,21015,21075,19676,20911,18871,20838,21269,21010,18195,18794,21014,18185,20488,18338,19431,19676,17907,17405,19937,19741,19474,18275,21809,20344
2021-11-01T16:55,18344,21066,18263,19936,18506,19785,20665,17021,19830,18659,19448,18778,20068,19645,18630,16042,18942,21609,19758,20225,20966,18950,19432,19930,21483,19801,21365,19291,20126,16689
2021-11-01T17:00,17863,20835,21151,17805,19334,20959,20354,22466,22369,20917,19630,18253,19528,20414,19147,18309,21046,20149,19395,21614,16391,18931,18580,19049,18668,18679,19661,17614,19865,20644
2021-11-01T17:05,21004,18142,20681,21055,16407,17802,19639,14289,24518,21433,17901,19263,19236,19595,16725,18947,21146,19335,21954,20723,19419,19214,18331,16628,17627,23229,18432,17471,20285,20541
2021-11-01T17:10,18691,19044,18986,19360,19163,20222,17960,19702,18483,19281,20022,17346,17559,21521,18885,18706,19013,19015,20665,16192,19440,20051,17621,17921,16881,19100,18125,22991,16144,20013
2021-11-01T17:15,15756,19122,20475,21623,19839,16790,19994,21318,18659,17751,18507,19788,17413,20119,19402,18878,19484,20445,20945,20842,22296,20471,19559,18561,19797,18038,20329,21531,20210,20302
2021-11-01T17:20,19225,19336,19700,19040,18740,16945,18424,18398,20427,21774,19648,20191,19601,19330,19851,18703,20785,17765,18575,20053,20724,18298,18626,22279,19009,23127,18586,18771,19341,18403
2021-11-01T17:25,19040,18249,19771,18671,17521,20216,19221,21521,17516,17402,20151,22479,19516,20351,18975,19057,19137,17946,17989,20789,15058,20567,18573,21004,20386,19172,19230,19509,18099,21005
2021-11-01T17:30,19914,21245,16608,21885,19093,21089,18171,20507,19403,19714,20768,18134,13894,17682,18997,21220,20889,21076,18839,19008,17462,17327,0,0,19656,20193,18667,19616,18979,19941
2021-11-01T17:35,19934,19336,19070,21696,19767,17964,19822,19629,20331,22677,18194,20342,18829,21128,20139,20699,17966,16748,18820,20053,19352,19981,18040,20771,21006,19072,18114,17712,17196,0
2021-11-01T17:40,19131,20730,18795,16441,21988,18864,17482,19564,20813,20627,20914,15260,20194,17410,19850,22369,18855,18182,19707,19171,21613,17662,21785,19040,18706,22004,19793,21431,17161,19651
2021-11-01T17:45,20904,16785,19673,20699,21724,18135,16442,20220,19554,22165,19464,18295,18615,16783,20839,18726,20479,17793,19262,0,22301,16624,18152,17550,16938,17188,17139,20156,20239,23321
2021-11-01T17:50,17509,17877,18935,20055,18884,17236,18951,19298,21938,21087,20880,17647,19830,18937,18700,19980,19271,20802,19535,20197,18598,19058,18693,18347,18652,17838,20216,19670,19678,20860
2021-11-01T17:55,21812,17412,19111,19258,19326,18755,18977,19496,18382,18510,17888,19957,18779,22670,22967,18258,20674,19366,21123,20985,20372,19467,19395,17266,17111,15311,16171,22781,21280,20109
2021-11-01T18:00,17412,17920,20927,19121,15440,20868,19215,17856,20852,18798,18620,16357,18608,19082,17198,20632,16270,17605,20693,18656,21032,19031,21284,20103,18226,16898,19379,18756,22006,19414
2021-11-01T18:05,21775,21837,18299,21487,17569,20716,21646,20647,22284,21269,21389,19446,22008,19720,16075,20693,19423,18641,19998,18022,17810,19194,18880,20082,19905,23550,20390,19407,21416,20136
2021-11-01T18:10,18074,19488,20531,18586,16921,17941,18948,21033,20418,19160,21269,21238,19646,21721,16640,19102,18841,19765,17510,19948,18035,19757,17630,19690,22112,17505,19701,17352,17555,19755
2021-11-01T18:15,18724,16866,20604,18544,19356,17475,23602,18946,16888,19666,20501,20359,17211,17628,20590,18022,18293,20648,19216,17224,19561,21162,18781,19656,20130,20594,18939,16507,19745,19784
2021-11-01T18:20,21010,17978,17275,17731,18083,18433,18431,18438,17343,17529,18405,0,19111,16392,20285,20279,19144,20330,18271,21503,23206,19772,21952,19916,21755,17715,19593,19422,20753,20412
2021-11-01T18:25,20722,21297,18222,20731,18047,21368,19814,19577,17857,20011,20957,20540,20479,18460,21571,23332,19295,17806,19783,20566,17920,21424,19020,21211,21216,17386,21015,17504,22934,19118
2021-11-01T18:30,18159,21105,19516,20705,18147,19176,18036,20536,17800,17959,21911,19940,20333,20853,16590,18713,21768,20550,20376,16366,19620,19837,19551,18967,17833,18637,18651,19701,19567,19090
2021-11-01T18:35,19070,20692,17962,19134,19944,18822,19468,21487,18997,20133,20377,20063,19791,18494,17899,19554,20049,20905,16375,22297,19302,15822,18077,19357,22023,22653,20564,19436,17290,20266
2021-11-01T18:40,20243,19163,18446,18457,20118,18552,20799,18614,20343,17113,17123,20018,21848,17141,18299,19559,18338,19291,20215,19212,21498,20331,20489,22439,18973,20498,17830,19236,19308,19584
2021-11-01T18:45,17400,18381,18265,21508,21219,18332,18953,17264,18843,19366,17840,15782,21058,20283,20393,18422,18944,16638,20521,18663,18691,18702,21550,19887,18137,20084,17647,16359,17866,19550
2021-11-01T18:50,22158,19503,20836,19478,20644,19942,17461,18770,18446,20830,20782,19473,21556,17903,19454,21295,20730,19849,17063,19518,23363,19396,17874,20894,20603,21403,21308,18730,22370,20825
2021-11-01T18:55,21058,18513,20968,20007,18270,18977,19413,19171,20162,19447,21852,18589,19700,18914,21579,14657,21495,20809,18867,20353,16381,20411,20459,17995,20060,20099,21881,17608,20730,20354
